id	US-1421005	US-1421094	US-1421095	US-1420999	US-1421000	US-1421010	US-1421096	US-1421097	US-1421098	US-1421001	US-1421002	US-1421004
ENSG00000253081	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231401	0	1	2	1	0	0	0	0	0	0	1	0
ENSG00000071282	2	4	7	5	7	5	4	6	4	8	3	19
ENSG00000237697	0	0	0	0	1	2	1	1	1	0	0	0
ENSG00000224884	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125046	0	2	1	2	3	3	1	1	1	8	2	3
ENSG00000215160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265330	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264097	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265169	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182533	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180914	0	1	0	1	1	4	0	0	0	0	2	0
ENSG00000266778	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070950	35	21	49	43	56	67	24	23	27	44	59	63
ENSG00000199815	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196220	17	7	20	25	21	20	10	11	14	21.62319946	12	28
ENSG00000224808	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228723	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227929	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235830	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254485	1.42E-20	2.614500046	1	1	0	0	0	0	0	1.376799941	2	4.08E-12
ENSG00000214041	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206573	66	36.38550186	42	92	96	101	46	30	51	127	153	115
ENSG00000134077	140	105	220	175	160	186	91	80	89	202	189	207
ENSG00000168137	693.9998779	540	787	727.0001221	816	882.0001221	591	438	519	817.0001221	870	941.0001221
ENSG00000156959	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235338	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163719	106	102	150	110	136	114	89	78	87	168	147	133
ENSG00000144550	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000156983	55	41	73	58	79	67	54	33	55	80	73	78
ENSG00000114026	57	42	71	66	62	57	51	42	50	111	112	108
ENSG00000134072	59	78	107	117	100	111	46	40	51	117	111	97
ENSG00000171148	111	102	183	124	167	117	81	78	108	155	154	134
ENSG00000241553	165.5608978	186.9541016	312.7226868	247.6681061	261.9389954	233.7086029	164.2165985	115.4355011	163.1477966	325.365509	297	311.8765869
ENSG00000250151	21.94420052	4.835499763	22.14660072	2.523900032	11.07400036	11.13659954	20.78339958	4.564499855	6.722000122	13.63449955	1.44E-19	32.13460159
ENSG00000214021	28.49500084	15.21039963	27.13059998	29.80800056	39.98699951	32.15480042	28	23	15.13020039	39	34	36.77000046
ENSG00000269886	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156990	32	41	64	54	53	35	40	25	30	53	61	53
ENSG00000187288	9	12	7	14	21	14	9	4	13	31	17	25
ENSG00000171135	70	91	128	106	122	110	46	49	59	126	134	129
ENSG00000163701	5	8	13	13	15	7	3	3	2	21	11	16
ENSG00000163702	114	121	168	126	111	90	102	75	91	136	104	101
ENSG00000212327	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163703	37	32	62	67	71	79	40	28	34	57	80	65
ENSG00000269894	2	0	0	0	0	1	0	0	0	0	3	3
ENSG00000163704	3	3	2	10	0	4.113999844	1	0	1	6	8	6
ENSG00000230082	2	1	2	2	1	0	0	1	1	4	1	2
ENSG00000269982	1	1	0	5	1	7	2	3	2	5	3	5
ENSG00000125037	226	276	451	311	350	377	242	180	234	405	421	451
ENSG00000180385	4	2	3	1	7	4	4	2	3	6	2	5
ENSG00000232901	1	0	0	0	0	1	0	0	0	0	1	0
ENSG00000206567	6	2	3	9	1	6	3.325299978	2	4	8	5	3
ENSG00000186162	22	22	32	28	19	21	13	9	19	38	29	32
ENSG00000144554	9	18	26	10	13	18	15	5	14	12	15	12
ENSG00000201182	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229217	0	0	0	0	0	0	0	0	0	0.020500001	0	0
ENSG00000163705	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254999	136	155	249	213	207	210	147	96	190	230	235	273
ENSG00000134086	87	84	160	142	144	170	88	83	85	178	171	178
ENSG00000134070	81	80	124	129	134	125	93	81	75	173	141	181
ENSG00000157014	85.20709991	109.7477036	173.1204071	168	154.0457001	181.5428009	133	59.60599899	103.2703018	156.6080933	178.3672943	165.4736023
ENSG00000272410	32.79290009	17.25230026	16.87960052	1.24E-07	18.95439911	9.45720005	3.15E-07	9.394000053	7.729700089	37.39189911	12.63269997	50.52640152
ENSG00000273665	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231177	2	1	0	1	5	4	5	3	1	9	5	4
ENSG00000157017	0	0	0	0	0	1	1	0	1	1	0	0
ENSG00000240288	7	1	2	6	6	5	1	5	6	7	4	12
ENSG00000276678	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157020	268	278	429	329	348	342	219	173	262	379	399	376
ENSG00000157087	283	230	399	344	432	396	186	120	140	311	305	242
ENSG00000264534	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236999	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224771	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226567	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230599	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132164	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000157103	520	382	860	613	854	728	482	301	356	983	926.9998779	981
ENSG00000232287	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196639	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213964	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197548	58	42	81	63	70	55	42	33	32	70	69	67
ENSG00000226621	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235240	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270531	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000144560	79	71	101	122	129	124	57	51	77	124	121	103
ENSG00000271716	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272483	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244030	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144559	23	13	25	24	18	24	27	13	12	33	26	36
ENSG00000230342	0	0	0	0	0	0	0	2.54E-43	0	0	0	0
ENSG00000224263	0	0	0.932699978	0	0	0	0	0	0	0	0	0.934000015
ENSG00000225275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231897	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251038	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263988	0	0	0	0	0	0	0	0	2.59E-06	3.01E-06	0	0
ENSG00000157152	0	0	0	0	0	2	0	0	0	1	0	2
ENSG00000226642	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265870	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157150	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000233026	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236062	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132170	40	51	61	50	48	67	43	25	31	65	81	58
ENSG00000225026	0	1.104799986	0	0	3	1	1	1	0	1	4	2
ENSG00000154743	21	31	36	28	48	32	27	26	23	30	29	39
ENSG00000200114	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251774	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225526	0	1	0	2	4	1	0	0	0	0	1	1
ENSG00000075975	73	89	121	89	99	91	60	44	66	107	93	100
ENSG00000274514	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132155	369	411	615.9998779	491	538.0001221	479	306	237	306	573	577	572.0001221
ENSG00000233252	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088726	1	1	2	0	1	1	3	2	0	0	3	1
ENSG00000213943	0	1.001899958	1.002200007	0	0	0	0	0	0	0	0	0
ENSG00000144712	27	14	26	12	10	14	21	8	16	9	14	14
ENSG00000272263	0	0	0	1	3	0	0	1	0	0	2	1
ENSG00000144713	626.8276978	637.9874878	1023.972778	760.3267822	754.090271	790.697876	455.54599	366.0450134	551.2625122	889.3217163	841.9923706	883.3278198
ENSG00000207496	20.17230034	35.7784996	41.4015007	36.13589859	50.60699844	27.89430046	26.45400047	21.87549973	33.73749924	30.97430038	47.76169968	65.60310364
ENSG00000250939	0	0	0	0	0	0	0	0	0	9.81E-42	0	0
ENSG00000232746	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144711	336	255	402	415	429	384	314	220	268	420	501	448
ENSG00000231362	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132182	126	74	105	88	89	100	101	70	76	97	112	100
ENSG00000238138	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223398	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244502	0	0	0	1	0	0	0	0	0	1	1	2
ENSG00000163517	34	26	40	40	47	43	38	22	39	61	54	50
ENSG00000163520	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000224514	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265457	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238827	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154764	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000233121	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275340	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000180438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163528	49	50	82	43	38	53	36	23	40	53	57	70
ENSG00000170876	176	181	294	214	207	200.9452972	156	114	142	235	272	242
ENSG00000268279	0	0	0	1	0	1.054700017	0	0	0	0	0	0
ENSG00000228242	0	0	0	1	1	2.39E-38	0	0	0	0	1	0
ENSG00000154767	132	99	230	185	186	200	126	102	102	173	173	190
ENSG00000170860	66	77	127	81	86	110	63	44	55	106	151	102
ENSG00000255021	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251576	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199609	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131389	36	27	32	35	46	43	35	25	24	30	51	28
ENSG00000144596	0	1	3	0	1	1	0	0	1	0	1	0
ENSG00000207163	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234123	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000235629	0	0	2	0	1	0	0	0	0	0	2	1
ENSG00000154781	47	44	68	61	75	65	29	39	43	59	79	72
ENSG00000131379	0	0	0	0	0	4	1	0	0	3	0	1
ENSG00000230172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260902	0	1	2	0	1	0	0	0	2	2	2	0
ENSG00000154783	29	25	42	65	63	57	22	15	29	48	60	62
ENSG00000225733	177	175	297	237	249	274	156	114	151	303	284	311
ENSG00000177463	186	142	253	144	181	211	121	101	118	232	232	233
ENSG00000131368	183	129	238	232	234	227	163	112	130	321	264	297
ENSG00000131381	125	148	198	172.9859009	192	211	132	99	102	195	206	246
ENSG00000228874	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221424	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227578	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230524	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273809	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131375	181	183	292	229	226	304	146	124	139	264	280	304
ENSG00000224660	62	36	50	84	83	81	34	37	42	78	94	80
ENSG00000131370	23	25	31	32	20	14	9	9	9	41	20	21
ENSG00000201162	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226427	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206562	18	28	31.98550034	32	33	37	18	18	16	36	40	35
ENSG00000144597	172	180	301	269	268	295	144	112	169	336	311	337
ENSG00000206926	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249786	2.94E-34	0	0.423900008	0	1	0	0.697899997	0	0	2	3	4
ENSG00000206561	4	2	8.590600014	7	3	9	4.302100182	2	1	5	7	7
ENSG00000263573	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241064	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000131373	250	286	444	231	283	283	212	148	211	251	288	297
ENSG00000169814	192	232	362	174	233	178	171	138	168	188	190	165
ENSG00000206560	363	353	547	335	319	492	290	239	300	362	404	448
ENSG00000264354	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270409	0	0	0	0.778599977	0	0	0	0	0	0	0	1
ENSG00000263740	1998.780029	2042.233765	3581.598633	2789.598877	3150.938965	2167.361084	2295.236816	1888.248291	2403.999512	2865.283447	3308.68457	3189.02417
ENSG00000207815	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224728	3	1	4	6	4	4	1	2	1	2	7	2
ENSG00000131386	4	2	4	3	3	2	3	0	2	3	3	3
ENSG00000154813	122	148	267	229	224	341	139	83	109	310	306	329
ENSG00000154814	100	123	183	111	109	120	88	59	88	103	101	111
ENSG00000270739	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131378	122	130	168	95	101	97	83	56	100	127	111	116
ENSG00000271964	3	0	2	0	0	1	3	0	0	3	0	3
ENSG00000272498	1	1	0	0	1	0	0	2	0	0	3	0
ENSG00000272529	1	0	0	1	3	0	0	0	0	1	2	0
ENSG00000269391	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233570	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092345	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264034	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229271	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224039	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154822	108	123	250	142	137	189	95	74	117	167	141	168
ENSG00000264818	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226441	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252976	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131374	184	177	308	213	202	266	151	128	147	199	198	224
ENSG00000231780	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227309	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271841	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233133	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213383	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214286	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000226238	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274840	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000182568	93	93	127	108	141	139	84	44	77	124	98	120
ENSG00000272477	3	2	2	0	0	5	0	1	0	0	1	1
ENSG00000228956	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000236570	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251761	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183960	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271898	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163576	2	1	6	2	1	1	1	0	0	3	3	2
ENSG00000232953	0	0	2	0	2	0	3	2	1	1	1	2
ENSG00000144566	220	205	315	301	321	440	159	129	166	366	410	408
ENSG00000183977	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000201545	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230697	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229468	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114166	554	584	950	582	562	681	417	334	410	635	646	668
ENSG00000266745	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129810	1	2	3	0	2	0	1	2	1	4	1	3
ENSG00000237485	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000199577	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231304	2	0	0	2	0	1	0	0	1	1	1	0
ENSG00000261734	2	1	1	1	3	0	2	2	0	0	2	3
ENSG00000206807	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221659	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252306	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236380	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272511	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151789	0	1	1	1	0	1	0	0	0	2	2	1
ENSG00000225542	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221384	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223351	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132967	42.86220169	64.05049896	104.7856979	67.76650238	52.87530136	71.79229736	32.60490036	32.44219971	50.85549927	48.25839996	58.15019989	56.3995018
ENSG00000234723	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271235	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231915	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215016	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233153	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182247	77	71	106	80	84	119	45	42	64	112	111	113
ENSG00000206728	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228171	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221506	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265645	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252562	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212269	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238672	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223791	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000170142	135	161	244	130	176	201	102	69	108	214	216	199
ENSG00000231395	0	0	0	1	0	0	0	1	0	0	4	0
ENSG00000197885	82	117	169	186	187	189	86	60	84	202	234	214
ENSG00000174748	843.2579956	994.8914185	1562.172241	1248.81311	1293.03894	1319.326172	719.7421265	645.0449219	858.8051147	1509.012817	1564.92688	1572.754883
ENSG00000174738	214	187	347	271	318	357	143	98	129	343	373	396
ENSG00000224074	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000242109	0	0	0	0	0	0	1	0	1	0	1	1
ENSG00000151090	244	249	415	283	354	356	136	118	150	347	332	319
ENSG00000229756	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000224822	28	25	21	53	53	61	21	21	22	58	89	67
ENSG00000228791	5	4	0	4	7	2	0	3	4	4	4	2
ENSG00000272554	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265028	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233544	0	1	0	2	0	1	0	0	0	1	0	1
ENSG00000237838	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244404	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201713	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077092	1	0	0	0	1	1	2	0	0	1	2	2
ENSG00000213877	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275044	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201962	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229421	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077097	381	380	633	346	408	509	288	209	283	434	452	490
ENSG00000275227	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000264219	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238225	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151092	127	122	242	179	217	201	120	79	87	210	185	231
ENSG00000213872	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000213871	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000151093	43	60	98	64	75	74	43	34	59	72	94	85
ENSG00000230891	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234158	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237603	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230465	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225386	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179796	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234165	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163491	0	0	0	0	2	1	0	0	0	0	1	1
ENSG00000224237	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207251	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221573	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000033867	39	55	65	57	65	62	26	28	32	37	60	58
ENSG00000227523	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230807	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201033	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238912	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223968	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213846	0	0	0	1.091699958	0	4.129000187	0	0	0	0	0	0
ENSG00000271943	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232766	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272282	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163508	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225548	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229243	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235493	2.909600019	2.135699987	0	2.806600094	2.641499996	4.2979002	0	1.245000005	0	5.971099854	9.516300201	7.972700119
ENSG00000187118	38	40	67	51	44	81	26	27	26	74	56	65
ENSG00000163512	164	196	325	175	178	257	111	110	127	218	231	259
ENSG00000206559	4	1	7	3	6	11	2	3	1	1	1	2
ENSG00000234048	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230480	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000228214	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238470	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215004	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235904	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144642	12	8	7	1	3	8	1	6	6	7	6	5
ENSG00000216169	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226216	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203506	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227795	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235593	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264178	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266546	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199927	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227260	0	0	0	2	1	1	0	0	0	0	0	0
ENSG00000227549	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163513	303	315	535	585	683	615	283	220	270	621	677	656
ENSG00000224618	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261468	12	4	10	13	17	19	4	1	5	11	14	14
ENSG00000144644	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213854	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222983	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230111	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238727	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227339	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163527	616.9998779	727.9998779	1279.999878	774.0001221	913.081604	991	502	456	550	983	1059	1006
ENSG00000144645	2	3	1	1	2	4	2	0	3	4	3	7
ENSG00000232490	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223965	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197385	1	0	1	0	0	2	0	0	0	0	0	0
ENSG00000235670	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201701	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252398	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251590	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152642	88	70	107	86	83	121	67	36	69	111	116	96
ENSG00000236732	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000237433	6	0	2	2.003499985	2	2	0	0	1	0.434100002	2.005399942	0
ENSG00000261572	13	12	23	15	20	27	15	12	11	26	19	36
ENSG00000170293	29	36	49	32	39	31	25	21	25	51	44	44
ENSG00000270377	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234737	3.003200054	8	4.001200199	10	14	8.00510025	15.00889969	5	5	13	11.00329971	13
ENSG00000207857	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153551	13	14	8	19	11	11	11	3	10	8	8	13
ENSG00000091317	475	611	1095	578	527	606	345	311	384	611	627	633
ENSG00000276147	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213849	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144635	132	128	219	156	220	233	113	77	113	217	229	249
ENSG00000226955	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231552	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237676	0	0	0	3	2	1	1	0	0	0	1	1
ENSG00000182973	81	67	109	105	92	92	50	41	71	116	113	136
ENSG00000251224	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213842	3	1	4	1	3	2.01880002	1	2	1	1	1	6
ENSG00000227337	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206557	0	1	0	1	0	0	0	0	0	0	1	0
ENSG00000183813	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170266	245	289	522	250	272	259	226	175	238	319	311	337
ENSG00000223899	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235424	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188167	13	10	14	29	32	24	13	8	14	27	30	23
ENSG00000275090	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000170275	141	120	208	190	202	197	129	102	124	217	227	221
ENSG00000272149	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173705	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230119	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153558	0	0	1	0	1	0	1	0	0	1	0	0
ENSG00000153560	232	218	381	346	363	419	210	154	208	409	421	453
ENSG00000252700	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163539	192	175	312	249	247	308	151	132	166	282	285	295
ENSG00000238008	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227707	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271324	1	1	0	1	4	3	2	0	0	0	1	2
ENSG00000271643	3	6	5	7	8	11	3	3	4	8	12	16
ENSG00000271020	1	3	3	7	2	7	1	1	1	8	4	7
